Time (EET),Open,High,Low,Close,Volume
2025.11.03 09:03:00,4020.625,4023.175,4020.625,4021.685,53540.0
2025.11.03 09:04:00,4021.705,4023.255,4021.165,4021.665,36130.0
2025.11.03 09:05:00,4021.495,4022.038,4019.955,4020.258,24640.0
2025.11.03 09:06:00,4020.268,4020.705,4019.715,4020.328,23750.0
2025.11.03 09:07:00,4020.255,4020.868,4019.068,4019.978,36910.0
2025.11.03 09:08:00,4019.905,4020.275,4018.095,4018.815,56280.0
2025.11.03 09:09:00,4018.785,4020.285,4017.365,4019.895,34210.0
2025.11.03 09:10:00,4019.865,4019.918,4018.708,4019.018,19240.0
2025.11.03 09:11:00,4019.018,4019.205,4017.135,4017.328,29780.0
2025.11.03 09:12:00,4017.328,4017.515,4015.415,4015.975,54850.0
2025.11.03 09:13:00,4015.955,4016.735,4014.795,4015.315,46260.0
2025.11.03 09:14:00,4015.425,4015.805,4014.795,4014.895,27280.0
2025.11.03 09:15:00,4014.925,4015.575,4014.735,4015.125,16200.0
2025.11.03 09:16:00,4015.995,4016.275,4014.145,4014.805,26690.0
2025.11.03 09:17:00,4014.855,4015.395,4013.275,4013.535,23990.0
2025.11.03 09:18:00,4013.475,4016.085,4013.475,4015.645,24420.0
2025.11.03 09:19:00,4015.625,4016.055,4014.925,4014.955,11880.0
2025.11.03 09:20:00,4014.985,4015.925,4014.645,4014.885,13330.0
2025.11.03 09:21:00,4014.865,4017.085,4014.795,4016.935,21150.0
2025.11.03 09:22:00,4017.005,4017.895,4015.625,4015.685,34140.0
2025.11.03 09:23:00,4015.725,4016.125,4014.935,4015.385,13800.0
2025.11.03 09:24:00,4015.405,4016.455,4015.255,4015.635,22890.0
2025.11.03 09:25:00,4015.675,4018.995,4015.575,4018.675,32100.0
2025.11.03 09:26:00,4018.715,4020.275,4018.415,4019.345,39300.0
2025.11.03 09:27:00,4019.345,4019.565,4018.375,4018.845,13710.0
2025.11.03 09:28:00,4019.245,4020.198,4019.055,4019.775,9930.0
2025.11.03 09:29:00,4019.825,4020.175,4018.705,4018.795,14490.0
2025.11.03 09:30:00,4018.578,4019.615,4017.985,4018.875,17970.0
2025.11.03 09:31:00,4018.948,4019.875,4016.625,4017.065,14430.0
2025.11.03 09:32:00,4017.045,4017.125,4015.865,4016.135,14890.0
2025.11.03 09:33:00,4016.185,4017.745,4015.685,4017.485,20850.0
2025.11.03 09:34:00,4017.185,4017.345,4016.515,4017.285,16080.0
2025.11.03 09:35:00,4017.325,4018.579,4017.325,4018.515,25620.0
2025.11.03 09:36:00,4018.515,4021.748,4018.465,4021.748,36110.0
2025.11.03 09:37:00,4021.848,4022.865,4021.448,4022.125,37830.0
2025.11.03 09:38:00,4022.098,4022.898,4019.545,4019.595,42180.0
2025.11.03 09:39:00,4019.555,4020.885,4019.435,4020.485,24830.0
2025.11.03 09:40:00,4020.509,4022.209,4020.345,4021.985,54130.0
2025.11.03 09:41:00,4021.795,4023.005,4021.345,4021.405,18350.0
2025.11.03 09:42:00,4021.435,4022.745,4020.845,4021.005,26430.0
2025.11.03 09:43:00,4021.035,4021.595,4020.575,4021.165,22510.0
2025.11.03 09:44:00,4021.185,4022.485,4020.845,4021.935,20760.0
2025.11.03 09:45:00,4021.925,4022.698,4021.505,4022.275,22140.0
2025.11.03 09:46:00,4022.295,4022.535,4020.775,4020.875,25030.0
2025.11.03 09:47:00,4020.845,4022.265,4020.275,4020.285,26940.0
2025.11.03 09:48:00,4020.259,4022.185,4020.259,4021.635,19120.0
2025.11.03 09:49:00,4021.605,4022.685,4021.235,4022.185,17620.0
2025.11.03 09:50:00,4022.145,4025.625,4022.135,4025.535,32250.0
2025.11.03 09:51:00,4025.565,4025.565,4023.575,4024.965,28860.0
2025.11.03 09:52:00,4024.985,4025.355,4023.505,4025.295,29380.0
2025.11.03 09:53:00,4025.265,4025.595,4024.495,4025.205,48760.0
2025.11.03 09:54:00,4025.175,4025.325,4022.785,4023.015,47220.0
2025.11.03 09:55:00,4022.995,4024.125,4021.845,4024.115,28800.0
2025.11.03 09:56:00,4024.045,4024.445,4023.315,4023.675,35310.0
2025.11.03 09:57:00,4023.595,4024.755,4023.145,4024.735,39690.0
2025.11.03 09:58:00,4024.765,4025.405,4023.998,4024.425,34930.0
2025.11.03 09:59:00,4024.435,4025.395,4024.265,4025.078,47440.0
2025.11.03 10:00:00,4025.078,4026.785,4024.975,4025.865,41720.0
2025.11.03 10:01:00,4025.885,4026.548,4024.948,4025.448,38440.0
2025.11.03 10:02:00,4025.448,4027.045,4025.135,4026.235,24210.0
2025.11.03 10:03:00,4026.255,4026.825,4025.375,4026.035,24780.0
2025.11.03 10:04:00,4026.015,4026.915,4025.955,4026.648,19650.0
2025.11.03 10:05:00,4026.648,4027.865,4026.105,4027.705,32850.0
2025.11.03 10:06:00,4027.655,4027.655,4023.835,4023.905,32190.000000000004
2025.11.03 10:07:00,4024.488,4025.605,4023.839,4024.885,25900.0
2025.11.03 10:08:00,4024.535,4025.405,4024.505,4024.605,17850.0
2025.11.03 10:09:00,4024.498,4025.535,4024.075,4025.298,31110.0
2025.11.03 10:10:00,4025.275,4026.345,4024.635,4025.298,42250.0
2025.11.03 10:11:00,4025.298,4026.705,4024.885,4026.175,21030.0
2025.11.03 10:12:00,4026.225,4026.655,4024.495,4024.525,22950.0
2025.11.03 10:13:00,4024.495,4024.495,4022.555,4023.465,29110.0
2025.11.03 10:14:00,4023.449,4023.698,4020.355,4021.345,34580.0
2025.11.03 10:15:00,4021.335,4021.335,4018.865,4019.145,22710.0
2025.11.03 10:16:00,4019.185,4022.675,4019.185,4021.735,37390.0
2025.11.03 10:17:00,4021.875,4023.315,4021.645,4022.995,20310.0
2025.11.03 10:18:00,4023.005,4023.005,4020.355,4020.558,20740.0
2025.11.03 10:19:00,4019.985,4019.985,4018.485,4019.365,28460.0
2025.11.03 10:20:00,4019.345,4020.065,4018.675,4018.905,14760.0
2025.11.03 10:21:00,4018.865,4019.275,4016.905,4017.145,22750.0
2025.11.03 10:22:00,4017.175,4018.485,4016.605,4017.829,37630.0
2025.11.03 10:23:00,4017.825,4018.389,4016.535,4016.665,25610.0
